title,budget,revenue,popularity,vote_average,vote_count,runtime,primary_genre,season,release_year,ROI,investment_success,success_probability,investment_decision,budget_M,revenue_M
Moonlight Mile,21000000,10011050,8.982335,6.5,52,117.0,Romance,Off-Season,2002,0.4767166666666667,0,8.7,Do not invest,21.0,10.0
The Beaver,21000000,970816,13.847872,6.3,276,91.0,Drama,Off-Season,2011,0.04622933333333333,0,32.7,Do not invest,21.0,1.0
The Best Little Whorehouse in Texas,35000000,69701637,4.189378,5.9,41,114.0,Comedy,Summer,1982,1.9914753428571428,0,8.9,Do not invest,35.0,69.7
eXistenZ,15000000,2856712,21.928025,6.7,475,97.0,Action,Spring,1999,0.19044746666666668,0,60.7,Invest with caution,15.0,2.9
Raiders of the Lost Ark,18000000,389925971,68.159596,7.7,3854,115.0,Adventure,Summer,1981,21.662553944444443,1,96.4,Invest with confidence,18.0,389.9
Home Alone 2: Lost in New York,18000000,358991681,81.487685,6.3,2395,120.0,Comedy,Holiday,1992,19.943982277777778,1,89.6,Invest with confidence,18.0,359.0
Close Encounters of the Third Kind,20000000,303788635,52.456505,7.2,1098,135.0,Science Fiction,Holiday,1977,15.18943175,1,74.8,Invest with confidence,20.0,303.8
Pulse,38000000,29907685,9.662715,5.0,150,90.0,Horror,Summer,2006,0.7870443421052632,0,15.0,Do not invest,38.0,29.9
Beverly Hills Cop II,20000000,299965036,25.28436,6.1,613,100.0,Action,Spring,1987,14.9982518,1,56.5,Invest with caution,20.0,300.0
Bringing Down the House,20000000,132675402,8.351385,5.4,183,105.0,Comedy,Spring,2003,6.6337701,1,26.5,Do not invest,20.0,132.7
The Silence of the Lambs,19000000,272742922,18.174804,8.1,4443,119.0,Crime,Off-Season,1991,14.354890631578947,1,94.7,Invest with confidence,19.0,272.7
Wayne's World,20000000,121697323,21.815122,6.5,728,94.0,Music,Off-Season,1992,6.08486615,1,57.2,Invest with caution,20.0,121.7
Jackass 3D,20000000,117224271,20.99174,6.4,428,94.0,Comedy,Off-Season,2010,5.86121355,1,61.1,Invest with caution,20.0,117.2
Jaws 2,20000000,187884007,19.636044,5.9,406,116.0,Horror,Summer,1978,9.39420035,1,75.2,Invest with confidence,20.0,187.9
Beverly Hills Chihuahua,20000000,149281606,12.25264,4.9,209,91.0,Adventure,Off-Season,2008,7.4640803,1,39.4,Check the details,20.0,149.3
The Conjuring,13000000,318000141,49.975409,7.4,3092,112.0,Horror,Summer,2013,24.46154930769231,1,94.4,Invest with confidence,13.0,318.0
Are We There Yet?,32000000,97918663,13.590677,5.2,221,95.0,Adventure,Off-Season,2005,3.05995821875,1,19.1,Do not invest,32.0,97.9
Tammy,20000000,100525432,21.657563,5.0,500,97.0,Comedy,Summer,2014,5.0262716,1,68.3,Invest with caution,20.0,100.5
School of Rock,35000000,131282949,43.057323,6.7,1414,108.0,Comedy,Off-Season,2003,3.7509414,1,85.4,Invest with confidence,35.0,131.3
Mortal Kombat,18000000,122195920,16.470895,5.4,442,101.0,Action,Summer,1995,6.788662222222222,1,64.1,Invest with caution,18.0,122.2
White Chicks,37000000,113086475,28.703007,6.3,679,109.0,Comedy,Summer,2004,3.056391216216216,1,67.1,Invest with caution,37.0,113.1
The Descendants,20000000,177243185,40.903931,6.7,934,115.0,Comedy,Off-Season,2011,8.86215925,1,76.0,Invest with confidence,20.0,177.2
12 Years a Slave,20000000,187000000,95.9229,7.9,3674,134.0,Drama,Off-Season,2013,9.35,1,94.8,Invest with confidence,20.0,187.0
Drumline,20000000,57588485,4.748929,6.2,116,118.0,Drama,Holiday,2002,2.87942425,1,22.2,Do not invest,20.0,57.6
Why Did I Get Married Too?,20000000,60072596,2.986286,6.1,29,121.0,Comedy,Spring,2010,3.0036298,1,15.2,Do not invest,20.0,60.1
Edward Scissorhands,20000000,53000000,47.51363,7.5,3601,105.0,Fantasy,Holiday,1990,2.65,1,96.8,Invest with confidence,20.0,53.0
Me Before You,20000000,207945075,53.161905,7.6,2562,110.0,Drama,Summer,2016,10.39725375,1,91.1,Invest with confidence,20.0,207.9
The French Connection,1800000,41158757,15.978136,7.4,422,104.0,Action,Off-Season,1971,22.86597611111111,1,76.1,Invest with confidence,1.8,41.2
Bad Moms,20000000,183936074,42.512296,6.3,1252,100.0,Comedy,Summer,2016,9.1968037,1,89.1,Invest with confidence,20.0,183.9
Date Movie,20000000,48548426,10.098722,3.6,222,83.0,Comedy,Off-Season,2006,2.4274213,1,43.3,Check the details,20.0,48.5
Return to Never Land,20000000,109862682,15.341196,6.1,290,72.0,Adventure,Off-Season,2002,5.4931341,1,42.8,Check the details,20.0,109.9
Selma,20000000,66787908,29.023184,7.4,817,127.0,History,Holiday,2014,3.3393954,1,67.1,Invest with caution,20.0,66.8
The Jungle Book 2,20000000,135680000,19.819893,5.6,269,72.0,Family,Off-Season,2003,6.784,1,43.8,Check the details,20.0,135.7
Boogeyman,20000000,67192859,11.62423,4.6,191,89.0,Thriller,Off-Season,2005,3.35964295,1,30.6,Do not invest,20.0,67.2
Premonition,20000000,84146832,22.049787,5.8,381,96.0,Thriller,Off-Season,2007,4.2073416,1,45.8,Check the details,20.0,84.1
The Tigger Movie,30000000,45554533,9.829859,6.3,143,77.0,Animation,Off-Season,2000,1.5184844333333334,0,12.9,Do not invest,30.0,45.6
Orphan,20000000,41596251,29.295801,6.7,1261,123.0,Horror,Summer,2009,2.07981255,1,82.0,Invest with confidence,20.0,41.6
Max,20000000,43967255,14.136476,6.8,276,111.0,Adventure,Summer,2015,2.19836275,1,41.3,Check the details,20.0,44.0
Epic Movie,20000000,86865564,6.064638,3.2,326,86.0,Action,Off-Season,2007,4.3432782,1,54.5,Invest with caution,20.0,86.9
Spotlight,20000000,88346473,41.503588,7.8,2686,128.0,Drama,Holiday,2015,4.41732365,1,93.8,Invest with confidence,20.0,88.3
Lakeview Terrace,20000000,27640028,20.495749,5.9,292,110.0,Drama,Off-Season,2008,1.3820014,0,39.9,Check the details,20.0,27.6
The Grudge 2,20000000,39143839,13.906944,5.2,283,102.0,Horror,Off-Season,2006,1.95719195,0,51.8,Invest with caution,20.0,39.1
How Stella Got Her Groove Back,20000000,37672350,2.003047,6.0,24,124.0,Comedy,Summer,1998,1.8836175,0,14.7,Do not invest,20.0,37.7
Man of the Year,20000000,41237648,11.203335,5.8,129,115.0,Comedy,Off-Season,2006,2.0618824,1,18.4,Do not invest,20.0,41.2
The Black Hole,20000000,35841901,8.265317,6.1,131,98.0,Adventure,Holiday,1979,1.79209505,0,19.1,Do not invest,20.0,35.8
The American,20000000,65464324,18.632156,5.8,481,104.0,Crime,Summer,2010,3.2732162,1,69.4,Invest with caution,20.0,65.5
Selena,20000000,60000000,6.92592,7.0,114,127.0,Drama,Spring,1997,3.0,1,26.9,Do not invest,20.0,60.0
Vampires Suck,20000000,80547866,17.165039,4.2,315,82.0,Horror,Summer,2010,4.0273933,1,64.1,Invest with caution,20.0,80.5
Babel,25000000,135330182,25.785925,6.9,1055,143.0,Drama,Off-Season,2006,5.41320728,1,81.5,Invest with confidence,25.0,135.3
This Is Where I Leave You,19800000,41296320,20.311684,6.5,505,103.0,Drama,Off-Season,2014,2.085672727272727,1,57.2,Invest with caution,19.8,41.3
Doubt,20000000,50907234,20.975165,7.0,435,104.0,Drama,Holiday,2008,2.5453617,1,58.2,Invest with caution,20.0,50.9
Team America: World Police,32000000,50907422,26.509175,6.6,660,98.0,Music,Off-Season,2004,1.5908569375,0,49.8,Check the details,32.0,50.9
Texas Chainsaw 3D,20000000,47241945,26.497025,5.3,465,92.0,Horror,Off-Season,2013,2.36209725,1,69.6,Invest with caution,20.0,47.2
Scary Movie 5,20000000,78378744,36.819044,4.6,793,86.0,Comedy,Spring,2013,3.9189372,1,61.1,Invest with caution,20.0,78.4
Paint Your Wagon,20000000,31678778,7.902536,6.2,63,158.0,Drama,Off-Season,1969,1.5839389,0,17.9,Do not invest,20.0,31.7
Milk,20000000,54586584,30.909699,7.1,612,128.0,History,Holiday,2008,2.7293292,1,67.8,Invest with caution,20.0,54.6
Risen,20000000,46069568,16.663797,5.7,295,107.0,Action,Off-Season,2016,2.3034784,1,37.6,Check the details,20.0,46.1
Ghost Ship,35000000,68349884,27.724913,5.3,531,91.0,Horror,Off-Season,2002,1.9528538285714285,0,61.0,Invest with caution,35.0,68.3
A Very Harold & Kumar Christmas,19000000,35387212,17.971883,6.0,328,108.0,Comedy,Holiday,2011,1.862484842105263,0,45.1,Check the details,19.0,35.4
Wild Things,20000000,67200000,25.041992,6.3,444,108.0,Crime,Spring,1998,3.36,1,61.3,Invest with caution,20.0,67.2
The Debt,20000000,45636368,14.857884,6.3,257,113.0,Drama,Spring,2010,2.2818184,1,34.1,Do not invest,20.0,45.6
High Fidelity,30000000,47126295,23.982956,7.0,628,113.0,Comedy,Spring,2000,1.5708765,0,56.9,Invest with caution,30.0,47.1
The Bank Job,20000000,64822796,30.387754,6.6,697,112.0,Thriller,Off-Season,2008,3.2411398,1,50.8,Invest with caution,20.0,64.8
Eternal Sunshine of the Spotless Mind,20000000,72258126,56.481487,7.9,3652,108.0,Science Fiction,Spring,2004,3.6129063,1,65.1,Invest with caution,20.0,72.3
You Again,20000000,32005248,19.962713,6.0,368,105.0,Comedy,Off-Season,2010,1.6002624,0,44.1,Check the details,20.0,32.0
Street Kings,20000000,65569869,18.666876,6.3,363,109.0,Action,Spring,2008,3.27849345,1,46.4,Check the details,20.0,65.6
The World's End,20000000,46089287,55.964605,6.7,1778,109.0,Comedy,Summer,2013,2.30446435,1,91.3,Invest with confidence,20.0,46.1
Daybreakers,20000000,51416464,28.019226,6.0,634,98.0,Fantasy,Off-Season,2009,2.5708232,1,58.9,Invest with caution,20.0,51.4
She's Out of My League,20000000,49779728,16.176976,5.9,525,104.0,Comedy,Spring,2010,2.4889864,1,59.6,Invest with caution,20.0,49.8
Monte Carlo,20000000,17425000,17.237143,6.0,593,109.0,Adventure,Summer,2011,0.87125,0,70.0,Invest with confidence,20.0,17.4
Stay Alive,9000000,27105095,4.34503,5.3,155,100.0,Horror,Spring,2006,3.011677222222222,1,63.0,Invest with caution,9.0,27.1
Alpha and Omega,20000000,39300000,12.300789,5.3,124,88.0,Family,Off-Season,2010,1.965,0,21.8,Do not invest,20.0,39.3
The Covenant,20000000,37597471,15.804814,5.2,288,97.0,Action,Off-Season,2006,1.87987355,0,39.9,Check the details,20.0,37.6
Shorts,40000000,28972508,4.100942,5.1,44,89.0,Comedy,Summer,2009,0.7243127,0,5.8,Do not invest,40.0,29.0
To Die For,20000000,21284514,12.309715,6.7,175,106.0,Fantasy,Spring,1995,1.0642257,0,23.1,Do not invest,20.0,21.3
Nerve,20000000,83707310,62.933899,7.1,2181,96.0,Mystery,Summer,2016,4.1853655,1,92.1,Invest with confidence,20.0,83.7
Appaloosa,20000000,20211394,16.074397,6.3,299,115.0,Drama,Off-Season,2008,1.0105697,0,37.6,Check the details,20.0,20.2
Psycho,806948,32000000,93.067866,8.2,2320,109.0,Drama,Summer,1960,39.655591190510414,1,97.4,Invest with confidence,0.8,32.0
My Best Friend's Girl,20000000,36620508,17.145287,5.4,220,101.0,Romance,Off-Season,2008,1.8310254,0,30.3,Do not invest,20.0,36.6
Endless Love,20000000,34077920,27.256849,6.7,542,103.0,Drama,Off-Season,2014,1.703896,0,57.4,Invest with caution,20.0,34.1
Under the Rainbow,20000000,2297493,0.173964,4.9,7,98.0,Comedy,Summer,1981,0.11487465,0,6.4,Do not invest,20.0,2.3
Ladyhawke,20000000,18432000,14.370111,6.8,260,121.0,Adventure,Spring,1985,0.9216,0,34.2,Do not invest,20.0,18.4
Simon Birch,20000000,18253415,11.090254,6.5,52,114.0,Comedy,Off-Season,1998,0.91267075,0,9.7,Do not invest,20.0,18.3
Reign Over Me,20000000,22222308,20.82778,7.1,334,124.0,Drama,Spring,2007,1.1111154,0,46.9,Check the details,20.0,22.2
Into the Wild,15000000,56255142,43.644978,7.8,3045,148.0,Adventure,Off-Season,2007,3.7503428,1,92.6,Invest with confidence,15.0,56.3
School for Scoundrels,20000000,17807569,8.244324,5.6,111,100.0,Comedy,Off-Season,2006,0.89037845,0,20.5,Do not invest,20.0,17.8
Silent Hill: Revelation 3D,20000000,52302796,23.292761,5.0,432,94.0,Thriller,Off-Season,2012,2.6151398,1,65.5,Invest with caution,20.0,52.3
From Dusk Till Dawn,19000000,25836616,64.181668,6.9,1603,108.0,Horror,Off-Season,1996,1.3598218947368421,0,84.5,Invest with confidence,19.0,25.8
Kung Fu Hustle,20000000,100914445,13.658985,7.2,831,99.0,Action,Off-Season,2004,5.04572225,1,45.7,Check the details,20.0,100.9
The Kite Runner,20000000,73276047,10.446722,7.3,394,128.0,Drama,Off-Season,2007,3.66380235,1,58.6,Invest with caution,20.0,73.3
21 Grams,20000000,60427839,32.243357,7.2,918,124.0,Drama,Off-Season,2003,3.02139195,1,81.2,Invest with confidence,20.0,60.4
Paparazzi,20000000,16605763,9.149089,5.8,52,84.0,Action,Off-Season,2004,0.83028815,0,6.3,Do not invest,20.0,16.6
A Guy Thing,20000000,17432163,5.596835,5.3,83,101.0,Comedy,Off-Season,2003,0.87160815,0,16.8,Do not invest,20.0,17.4
Capitalism: A Love Story,20000000,17436509,10.50098,7.0,167,120.0,Documentary,Off-Season,2009,0.87182545,0,22.9,Do not invest,20.0,17.4
The Greatest Story Ever Told,20000000,15473333,3.011205,6.5,41,199.0,Drama,Off-Season,1965,0.77366665,0,14.8,Do not invest,20.0,15.5
Secret in Their Eyes,19500000,34854990,15.012237,6.2,336,111.0,Crime,Off-Season,2015,1.7874353846153845,0,42.1,Check the details,19.5,34.9
Disaster Movie,25000000,14109284,16.238961,3.0,240,87.0,Action,Summer,2008,0.56437136,0,23.4,Do not invest,25.0,14.1
Armored,20000000,22942221,15.21229,5.5,208,88.0,Action,Holiday,2009,1.14711105,0,34.9,Do not invest,20.0,22.9
The Man Who Knew Too Little,20000000,13801755,6.397042,6.5,125,97.0,Comedy,Holiday,1997,0.69008775,0,19.1,Do not invest,20.0,13.8
What's Your Number?,20000000,30426096,19.220789,6.2,671,106.0,Comedy,Off-Season,2011,1.5213048,0,57.1,Invest with caution,20.0,30.4
Lockout,20000000,32204030,35.232278,5.8,715,95.0,Action,Spring,2012,1.6102015,0,49.4,Check the details,20.0,32.2
Crank: High Voltage,20000000,34560577,35.542809,5.9,861,96.0,Action,Spring,2009,1.72802885,0,76.3,Invest with confidence,20.0,34.6
One Night with the King,20000000,13391174,3.476925,6.1,12,123.0,Drama,Off-Season,2006,0.6695587,0,7.8,Do not invest,20.0,13.4
The Quiet American,30000000,27674124,5.133744,6.4,81,101.0,Drama,Holiday,2002,0.9224708,0,9.2,Do not invest,30.0,27.7
The Weather Man,20000000,12482775,14.031377,6.0,289,101.0,Comedy,Off-Season,2005,0.62413875,0,39.8,Check the details,20.0,12.5
Undisputed,20000000,12398628,17.227376,6.1,139,96.0,Action,Summer,2002,0.6199314,0,25.6,Do not invest,20.0,12.4
12 Rounds,20000000,17280326,15.66135,5.7,220,108.0,Action,Spring,2009,0.8640163,0,32.2,Do not invest,20.0,17.3
Let Me In,20000000,24145613,19.705311,6.7,641,116.0,Drama,Off-Season,2010,1.20728065,0,56.7,Invest with caution,20.0,24.1
Triple 9,20000000,12639297,29.371987,5.6,797,115.0,Action,Off-Season,2016,0.63196485,0,50.3,Invest with caution,20.0,12.6
Deconstructing Harry,20000000,10686841,11.352693,7.3,187,96.0,Comedy,Summer,1997,0.53434205,0,31.2,Do not invest,20.0,10.7
Burnt,20000000,36606743,30.477114,6.3,950,100.0,Drama,Off-Season,2015,1.83033715,0,77.1,Invest with confidence,20.0,36.6
Death Sentence,20000000,16974459,12.643703,6.5,297,105.0,Action,Summer,2007,0.84872295,0,49.4,Check the details,20.0,17.0
Code Name: The Cleaner,20000000,10337477,9.36146,4.7,78,84.0,Action,Off-Season,2007,0.51687385,0,14.9,Do not invest,20.0,10.3
Connie and Carla,20000000,11341016,6.102663,6.4,24,98.0,Comedy,Spring,2004,0.5670508,0,7.8,Do not invest,20.0,11.3
Sweet Charity,8000000,20000000,0.709143,6.5,15,149.0,Comedy,Off-Season,1969,2.5,1,25.4,Do not invest,8.0,20.0
Inherent Vice,20000000,11110975,45.742217,6.5,833,148.0,Comedy,Holiday,2014,0.55554875,0,58.3,Invest with caution,20.0,11.1
Battle of the Year,20000000,16549477,8.237336,5.9,88,110.0,Music,Off-Season,2013,0.82747385,0,15.8,Do not invest,20.0,16.5
An American Carol,20000000,7000000,2.605374,4.1,20,83.0,Comedy,Off-Season,2008,0.35,0,8.5,Do not invest,20.0,7.0
Machete Kills,12000000,15008161,29.072964,5.3,631,107.0,Action,Off-Season,2013,1.2506800833333334,0,55.2,Invest with caution,12.0,15.0
Little Boy,20000000,6420319,12.232048,7.0,185,106.0,Comedy,Spring,2015,0.32101595,0,24.7,Do not invest,20.0,6.4
A Dangerous Method,15000000,27462041,27.133277,6.2,571,99.0,Drama,Off-Season,2011,1.8308027333333334,0,64.5,Invest with caution,15.0,27.5
A Scanner Darkly,8700000,7659918,26.093043,6.8,532,100.0,Animation,Spring,2006,0.8804503448275862,0,73.1,Invest with confidence,8.7,7.7
Alone in the Dark,20000000,10442808,9.292987,3.1,173,96.0,Action,Off-Season,2005,0.5221404,0,21.0,Do not invest,20.0,10.4
Bandslam,20000000,5210988,7.716606,5.4,126,111.0,Comedy,Summer,2009,0.2605494,0,23.6,Do not invest,20.0,5.2
A Most Violent Year,20000000,12007070,37.629309,6.5,546,125.0,Crime,Holiday,2014,0.6003535,0,68.0,Invest with caution,20.0,12.0
I'm Not There.,20000000,4001121,13.032308,6.6,195,135.0,Drama,Off-Season,2007,0.20005605,0,25.2,Do not invest,20.0,4.0
The Cold Light of Day,20000000,16863583,15.131867,4.8,271,93.0,Action,Spring,2012,0.84317915,0,31.5,Do not invest,20.0,16.9
The Brothers Bloom,20000000,5530764,10.218307,6.8,203,114.0,Adventure,Off-Season,2008,0.2765382,0,26.6,Do not invest,20.0,5.5
Princess Mononoke,26500000,159375308,60.732738,8.2,1983,134.0,Adventure,Summer,1997,6.014162566037736,1,89.6,Invest with confidence,26.5,159.4
The Proposition,2000000,5048693,14.617944,7.1,218,104.0,Action,Off-Season,2005,2.5243465,1,79.6,Invest with confidence,2.0,5.0
Marci X,20000000,1675706,5.65327,3.3,12,84.0,Comedy,Summer,2003,0.0837853,0,8.1,Do not invest,20.0,1.7
Equilibrium,20000000,5359645,44.566609,6.9,1552,107.0,Action,Holiday,2002,0.26798225,0,81.0,Invest with confidence,20.0,5.4
The Children of Huang Shi,40000000,7400000,8.978408,6.5,52,125.0,Drama,Summer,2008,0.185,0,9.1,Do not invest,40.0,7.4
By the Sea,10000000,3727746,11.267676,5.4,156,122.0,Drama,Holiday,2015,0.3727746,0,55.4,Invest with caution,10.0,3.7
Rapa Nui,20000000,305070,3.581906,6.2,33,107.0,Adventure,Off-Season,1994,0.0152535,0,10.9,Do not invest,20.0,0.3
Dylan Dog: Dead of Night,20000000,4634062,10.617236,4.5,139,107.0,Action,Spring,2011,0.2317031,0,20.2,Do not invest,20.0,4.6
The Tempest,20000000,346594,3.620537,6.0,31,110.0,Drama,Holiday,2010,0.0173297,0,11.1,Do not invest,20.0,0.3
The Frozen Ground,27220000,5496951,28.060472,6.1,465,105.0,Thriller,Summer,2013,0.20194529757531227,0,55.8,Invest with caution,27.2,5.5
Dances with Wolves,22000000,424208848,45.707835,7.6,1046,181.0,Adventure,Holiday,1990,19.282220363636362,1,85.5,Invest with confidence,22.0,424.2
Bad Teacher,20000000,216197492,28.497242,5.4,1584,92.0,Comedy,Spring,2011,10.8098746,1,92.1,Invest with confidence,20.0,216.2
Sea of Love,19000000,110879513,11.47316,6.7,141,113.0,Drama,Off-Season,1989,5.835763842105263,1,17.7,Do not invest,19.0,110.9
A Cinderella Story,19000000,70067909,25.28132,6.1,713,95.0,Comedy,Summer,2004,3.687784684210526,1,71.5,Invest with confidence,19.0,70.1
Scream,14000000,173046663,45.99611,7.0,1476,111.0,Crime,Holiday,1996,12.360475928571429,1,90.0,Invest with confidence,14.0,173.0
The Shining,19000000,44017374,78.699993,8.1,3757,144.0,Horror,Spring,1980,2.316703894736842,1,94.7,Invest with confidence,19.0,44.0
Back to the Future,19000000,381109762,76.603233,8.0,6079,116.0,Adventure,Summer,1985,20.05840852631579,1,96.8,Invest with confidence,19.0,381.1
House on Haunted Hill,19000000,40846082,13.664614,5.5,209,93.0,Horror,Off-Season,1999,2.149793789473684,1,49.0,Check the details,19.0,40.8
The Switch,19000000,49830607,27.494037,5.9,583,101.0,Comedy,Spring,2010,2.6226635263157894,1,63.4,Invest with caution,19.0,49.8
Just Married,18000000,101564935,18.47518,5.3,404,95.0,Comedy,Off-Season,2003,5.642496388888889,1,60.2,Invest with caution,18.0,101.6
The Devil's Double,19100000,5728213,10.559414,6.5,208,109.0,Drama,Off-Season,2011,0.2999064397905759,0,22.9,Do not invest,19.1,5.7
The Crazies,20000000,54956140,28.867568,6.2,633,101.0,Mystery,Off-Season,2010,2.747807,1,55.1,Invest with caution,20.0,55.0
Spirited Away,15000000,274925095,118.968562,8.3,3840,125.0,Fantasy,Summer,2001,18.32833966666667,1,95.5,Invest with confidence,15.0,274.9
The Bounty,25000000,8613462,7.436491,6.5,108,132.0,Action,Spring,1984,0.34453848,0,13.8,Do not invest,25.0,8.6
Sex Drive,19000000,18755936,17.952817,6.0,342,109.0,Comedy,Off-Season,2008,0.9871545263157895,0,44.1,Check the details,19.0,18.8
Leap Year,19000000,29922472,21.959742,6.4,465,100.0,Romance,Off-Season,2010,1.5748669473684211,0,55.0,Invest with caution,19.0,29.9
The Fall of the Roman Empire,19000000,4750000,4.229942,6.0,33,188.0,Drama,Spring,1964,0.25,0,18.9,Do not invest,19.0,4.8
Take Me Home Tonight,19000000,6928068,11.766564,6.2,208,97.0,Comedy,Spring,2011,0.3646351578947368,0,27.4,Do not invest,19.0,6.9
The Nutcracker,19000000,2119994,0.068228,5.6,5,93.0,Family,Holiday,1993,0.11157863157894737,0,3.2,Do not invest,19.0,2.1
The Amityville Horror,19000000,108047131,30.205943,6.0,588,90.0,Horror,Spring,2005,5.686691105263158,1,71.5,Invest with confidence,19.0,108.0
Adaptation.,19000000,32801173,26.441669,7.3,638,114.0,Comedy,Holiday,2002,1.7263775263157894,0,65.7,Invest with caution,19.0,32.8
